iter	R2	RMSE
415	0.9385403847	38.57325635
416	0.9386135527	38.55028866
417	0.9387215977	38.51634796
418	0.9388111276	38.4882008
419	0.9388971395	38.46114028
420	0.938993999	38.43064413
421	0.9391253944	38.38923563
422	0.9392469073	38.35090177
423	0.9393373401	38.32234791
424	0.9394484836	38.28722553
425	0.9395253415	38.26291887
426	0.9396016679	38.23876502
427	0.9396737599	38.21593714
428	0.9397670761	38.18636836
429	0.9398846659	38.14907546
430	0.9399786703	38.1192363
431	0.9400658157	38.09155342
432	0.9401565587	38.06270636
433	0.9402318567	38.03875264
434	0.9403304516	38.00736488
435	0.9404360262	37.97372639
436	0.9405253818	37.94523232
437	0.940624425	37.91362402
438	0.9407269426	37.88087912
439	0.9407983513	37.85805394
440	0.9408948172	37.82719752
441	0.9409987326	37.79393006
442	0.9410827424	37.76701376
443	0.9411535406	37.74431549
444	0.94124431	37.71519436
445	0.9413653626	37.67632259
446	0.9414462817	37.65031588
447	0.9415240686	37.62529889
448	0.9415998523	37.60091016
449	0.941671693	37.57777573
450	0.9417302504	37.55890833
451	0.9417975069	37.53722631
452	0.9418929845	37.50642493
453	0.9419750895	37.47991733
454	0.9420449749	37.45734007
455	0.9421136147	37.43515194
456	0.9422309595	37.39718922
457	0.9423052988	37.37311946
458	0.9424235061	37.33481402
459	0.9425218346	37.30292042
460	0.9426032984	37.27647631
461	0.9426940128	37.24700729
462	0.9427613391	37.22512093
463	0.9428239429	37.20475817
464	0.9429262876	37.17144517
465	0.9429901336	37.15064828
466	0.9430715892	37.12409839
467	0.9431830079	37.08775146
468	0.9432608534	37.06233561
469	0.943329321	37.03996715
470	0.9434054166	37.01509074
471	0.9434763893	36.99187401
472	0.9435818006	36.95736469
473	0.9436746429	36.92694347
474	0.9437692304	36.89592464
475	0.9438436658	36.87149608
476	0.9439316574	36.8425977
477	0.9440048361	36.81854695
478	0.9440911015	36.79017492
479	0.9441777847	36.76164345
480	0.9442455637	36.73931877
481	0.9443230868	36.71376802
482	0.9443856793	36.69312525
483	0.9444699439	36.66531673
484	0.9445119639	36.65144164
485	0.9445951659	36.62395267
486	0.9446618895	36.60189306
487	0.9447258894	36.58072145
488	0.9447989715	36.55653035
489	0.9448946213	36.52484491
490	0.9449596878	36.50327489
491	0.9450331622	36.47890228
492	0.9451232313	36.44900273
493	0.9451812146	36.42974147
494	0.9452724594	36.39941053
495	0.9453327653	36.37935023
496	0.9454037484	36.35572401
497	0.9454604292	36.33684721
498	0.9455546079	36.30546048
499	0.9456457441	36.2750619
500	0.945721853	36.24965615
501	0.9457796325	36.23035696
502	0.9458495345	36.20699499
503	0.9459320542	36.17939662
504	0.9460115743	36.15278152
505	0.9460686845	36.13365482
506	0.9461325373	36.11225802
507	0.946219321	36.08315679
508	0.9462742362	36.06472989
509	0.9463386328	36.04310954
510	0.9464136495	36.01790722
511	0.9464994494	35.98906058
512	0.94658465	35.96039255
513	0.9466759716	35.92963955
514	0.9467417301	35.90747873
515	0.9467804184	35.89443425
516	0.9468469417	35.87199361
517	0.9469094787	35.85088488
518	0.9469581445	35.83444963
519	0.9470403833	35.80665908
520	0.9471288838	35.77672844
521	0.9471880043	35.75672005
522	0.9472579956	35.73301816
523	0.9473147412	35.71379024
524	0.9473848395	35.69002356
525	0.947438894	35.67168565
526	0.9475082007	35.64815968
527	0.947575967	35.62514156
528	0.9476314327	35.60629052
529	0.9476974089	35.58385429
530	0.9477837505	35.55447108
531	0.9478368976	35.53637232
532	0.9478875413	35.51911748
533	0.9479404699	35.5010752
534	0.9480376879	35.46791169
535	0.9480821871	35.4527215
536	0.9481479571	35.43025849
537	0.9481996003	35.4126103
538	0.9482638267	35.39064976
539	0.9483493068	35.36140092
540	0.9483997878	35.34411637
541	0.9484553741	35.32507403
542	0.9485295855	35.29963523
543	0.9485958643	35.27690012
544	0.9486589567	35.25524439
545	0.948707965	35.23841369
546	0.9487544432	35.22244445
547	0.9488296424	35.19659174
548	0.9489071201	35.16993584
549	0.9489713579	35.14781977
550	0.9490521301	35.11999136
551	0.9491089258	35.10041037
552	0.9491687679	35.07976725
553	0.9492289554	35.05899272
554	0.9493127947	35.03003393
555	0.9493705198	35.01008129
556	0.9494516849	34.98200736
557	0.949505703	34.96331073
558	0.949549053	34.94829929
559	0.9496079509	34.9278935
560	0.9496777199	34.90370585
561	0.949766155	34.87302292
562	0.9498207661	34.85406189
563	0.9498957475	34.82801143
564	0.9499564661	34.80690197
565	0.9500140456	34.78687199
566	0.9500669678	34.76845198
567	0.9501326763	34.74556797
568	0.9502121665	34.71786413
569	0.9502558965	34.70261395
570	0.9503314013	34.67626702
571	0.9503909836	34.65546199
572	0.9504596109	34.63148316
573	0.9505088966	34.61425214
574	0.950564958	34.59464181
575	0.9506337949	34.57054739
576	0.950707354	34.54478152
577	0.9507540027	34.52843172
578	0.9508257625	34.50326567
579	0.9508869858	34.4817802
580	0.9509670623	34.45365826
581	0.9510391011	34.42833944
582	0.9511001827	34.40685703
583	0.9511769052	34.37985472
584	0.9512379176	34.35836641
585	0.9513021187	34.33574053
586	0.9513479205	34.31958983
587	0.9514133519	34.29650413
588	0.9514600053	34.28003424
589	0.9515158267	34.2603174
590	0.9515518947	34.24757169
591	0.9516324928	34.21907275
592	0.9516772583	34.20323374
593	0.9517442268	34.17952509
594	0.9517988399	34.1601784
595	0.9518472579	34.14301719
596	0.9518964675	34.12556652
597	0.9519281977	34.11430966
598	0.9520205612	34.08152085
599	0.9520771303	34.06142343
600	0.952138751	34.03951774
601	0.9521943599	34.01973712
602	0.9522518831	33.99926348
603	0.9523093968	33.97878086
604	0.952349269	33.96457375
605	0.9524134781	33.94168247
606	0.9524851262	33.91612089
607	0.9525342232	33.89859367
608	0.9526140817	33.87006543
609	0.9526712088	33.84964285
610	0.9527559537	33.81932444
611	0.9528060075	33.80140435
612	0.9528685143	33.77901255
613	0.952946818	33.75094086
614	0.9529998694	33.73190879
615	0.9530760004	33.70457815
616	0.9531045812	33.69431207
617	0.9531800259	33.66719771
618	0.9532303237	33.64910884
619	0.9532716816	33.63422777
620	0.9533111922	33.62000524
621	0.9533830654	33.59411779
622	0.9534349037	33.5754342
623	0.9534827751	33.55817106
624	0.9535670765	33.52774918
625	0.9536154127	33.51029362
626	0.9536911161	33.4829367
627	0.9537363197	33.46659083
628	0.9537827396	33.4497968
629	0.9538399612	33.4290833
630	0.9539029161	33.40627955
631	0.9539983496	33.37168158
632	0.9540510196	33.35257154
633	0.9540959288	33.33626862
634	0.9541600243	33.31298691
635	0.9542153538	33.29287623
636	0.954264285	33.27508098
637	0.9543180952	33.25550037
638	0.954358695	33.24071918
639	0.9543996396	33.2258058
640	0.954451401	33.20694298
641	0.954494544	33.19121267
642	0.9545229062	33.18086752
643	0.9545695709	33.16383945
644	0.9546348882	33.13999035
645	0.9546750271	33.12532601
646	0.9547389161	33.10197144
647	0.95478848	33.08384207
648	0.9548513217	33.06084163
649	0.9549059214	33.04084483
650	0.9549609729	33.02067032
651	0.9550068718	33.00384048
652	0.9550651375	32.98246371
653	0.955120406	32.96217375
654	0.9551877909	32.93741879
655	0.9552557056	32.91245034
656	0.9552995848	32.89630833
657	0.9553459979	32.87922553
658	0.9553861097	32.86445481
659	0.9554377105	32.84544368
660	0.9554844728	32.82820563
661	0.9555268109	32.81259071
662	0.9555648277	32.79856321
663	0.9556178119	32.77900297
664	0.9556612604	32.76295433
665	0.9557201671	32.74118333
666	0.9557602425	32.72636379
667	0.9558023485	32.71078613
668	0.955851914	32.69243918
669	0.9559180032	32.66795991
670	0.9559961194	32.6390022
671	0.9560388146	32.62316419
672	0.9560806503	32.60763758
673	0.9561425418	32.58465399
674	0.9561871045	32.56809547
675	0.9562276028	32.55303989
676	0.9562586401	32.54149681
677	0.9562879906	32.53057729
678	0.9563278841	32.51572947
679	0.9564077081	32.48599974
680	0.9564715727	32.46219429
681	0.9565244394	32.44247512
682	0.9565688336	32.42590687
683	0.9566049548	32.41241995
684	0.9566770789	32.38547348
685	0.9567338532	32.36424608
686	0.9567755689	32.34864006
687	0.9568123794	32.33486288
688	0.9568615633	32.31644546
689	0.9569230739	32.29339744
690	0.9569748332	32.27399046
691	0.9570466677	32.24703697
692	0.9571031678	32.22582139
693	0.9571744772	32.19902503
694	0.9572336042	32.17678956
695	0.9572768518	32.16051603
696	0.9573150768	32.14612559
697	0.9573651482	32.12726558
698	0.9573997258	32.11423508
699	0.957451928	32.09455272
700	0.957513911	32.0711669
701	0.9575536573	32.05616191
702	0.9575992521	32.03894032
703	0.9576282042	32.02800004
704	0.9576785211	32.00897759
705	0.9577229439	31.99217406
706	0.9577560406	31.97964904
707	0.9577987712	31.96347092
708	0.9578596219	31.94041825
709	0.9579142726	31.9197002
710	0.9579576298	31.90325392
711	0.9579933239	31.88970807
712	0.958039454	31.87219327
713	0.9580776893	31.85766866
714	0.9581254916	31.83950048
715	0.9581913615	31.81444834
716	0.9582311045	31.79932345
717	0.9582678664	31.78532669
718	0.9583345687	31.75991457
719	0.9583709965	31.74602781
720	0.958416394	31.72871314
721	0.9584627788	31.71101219
722	0.9584995052	31.69698997
723	0.9585503493	31.67756731
724	0.9585955104	31.6603056
725	0.9586492062	31.63976944
726	0.9586775889	31.628909
727	0.9587178388	31.61350125
728	0.9587644298	31.59565675
729	0.9588180994	31.57508861
730	0.9588742773	31.5535448
731	0.9589101452	31.53978207
732	0.9589479538	31.52526816
733	0.9589781033	31.51368959
734	0.9590516769	31.48541672
735	0.9591034007	31.46552506
736	0.9591441446	31.4498471
737	0.9591943085	31.4305337
738	0.9592345236	31.41504208
739	0.9592723015	31.40048236
740	0.9593123178	31.38505254
741	0.9593678217	31.36363836
742	0.95940167	31.35057204
743	0.9594515042	31.33132479
744	0.959493169	31.31522373
745	0.9595211851	31.30439243
746	0.9595749122	31.28361055
747	0.959618663	31.26667735
748	0.9596688128	31.24725616
749	0.9596914489	31.23848609
750	0.9597319196	31.22280009
751	0.959770373	31.20788865
752	0.9597991708	31.19671679
753	0.9598364283	31.18225711
754	0.9598874022	31.16246324
755	0.959937566	31.14297167
756	0.9599791187	31.12681674
757	0.9600138281	31.11331594
758	0.9600564202	31.09674104
759	0.9601132848	31.07459815
760	0.9601319686	31.06731929
761	0.9601762091	31.05007719
762	0.9602299551	31.02911759
763	0.9602881201	31.00641876
764	0.9603362572	30.98762069
765	0.9603774401	30.97152927
766	0.9604102047	30.9587212
767	0.9604602344	30.9391537
768	0.9605012404	30.92310632
769	0.9605486696	30.90453485
770	0.9606086167	30.88104591
771	0.9606480402	30.86558893
772	0.9606748515	30.85507244
773	0.9607053316	30.84311255
774	0.9607341703	30.83179247
775	0.9607795069	30.81398802
776	0.9608216748	30.79741877
777	0.960853739	30.78481359
778	0.9608898307	30.77061898
779	0.9609312158	30.75433444
780	0.9609753677	30.73695169
781	0.9610019627	30.72647641
782	0.9610418859	30.71074468
783	0.9610916879	30.69110891
784	0.9611574613	30.66515669
785	0.9611992714	30.64864829
786	0.9612325036	30.63552041
787	0.9612677022	30.62160966
788	0.9613098471	30.60494532
789	0.9613623967	30.58415419
790	0.9613955506	30.57102966
791	0.9614381079	30.55417436
792	0.9614716727	30.54087406
793	0.9615127433	30.52459165
794	0.9615472388	30.51090926
795	0.9615700153	30.50187175
796	0.961593745	30.49245315
797	0.9616289342	30.47848083
798	0.9616887606	30.45471123
799	0.9617147563	30.44437709
800	0.9617594122	30.42661675
801	0.9617935221	30.41304374
802	0.9618104498	30.40630563
803	0.9618580612	30.38734575
804	0.9618909438	30.37424427
805	0.9619217318	30.36197225
806	0.9619548709	30.34875752
807	0.9619984913	30.33135445
808	0.9620413526	30.3142445
809	0.9620757289	30.30051473
810	0.9620914523	30.29423277
811	0.9621386386	30.27537266
812	0.9621764167	30.26026449
813	0.9621989953	30.2512313
814	0.9622419037	30.23405716
815	0.9622737668	30.22129757
816	0.9623081393	30.20752707
817	0.9623510864	30.19031255
818	0.9623886405	30.17525166
819	0.9624357418	30.15635125
820	0.9624624515	30.14562816
821	0.9625010205	30.1301372
822	0.9625410394	30.11405547
823	0.9625770205	30.09958902
824	0.9626008365	30.0900098
825	0.962623051	30.08107197
826	0.9626627935	30.06507527
827	0.9626931332	30.05285756
828	0.9627248429	30.04008285
829	0.962752373	30.02898755
830	0.9627672961	30.02297145
831	0.9628184424	30.00234316
832	0.9628572379	29.98668674
833	0.9628999896	29.96942431
834	0.9629363818	29.95472187
835	0.9629732137	29.93983443
836	0.9630056968	29.92669865
837	0.9630336432	29.91539283
838	0.9630897424	29.89268481
839	0.9631417007	29.87163754
840	0.9631890146	29.85245871
841	0.9632171065	29.84106576
842	0.9632408515	29.83143233
843	0.9632742839	29.81786342
844	0.9633078549	29.80423204
845	0.9633259496	29.79688218
846	0.9633730616	29.77773729
847	0.9634215623	29.75801518
848	0.9634498778	29.74649507
849	0.9634977709	29.72699963
850	0.9635224932	29.71693115
851	0.9635478725	29.70659157
852	0.9635904062	29.68925512
853	0.9636163761	29.678665
854	0.9636647388	29.65893333
855	0.9637110563	29.64002381
856	0.9637368775	29.62947684
857	0.9637636995	29.61851711
858	0.9638126755	29.59849453
859	0.9638391178	29.58767865
860	0.9638666545	29.57641092
861	0.9638994381	29.56299061
862	0.9639537564	29.54074144
863	0.963990779	29.52556709
864	0.964019804	29.51366527
865	0.9640489994	29.50168867
866	0.9640876695	29.48581793
867	0.9641136686	29.4751427
868	0.9641489041	29.46066887
869	0.9641890009	29.44418945
870	0.9642382023	29.42395554
871	0.9642832276	29.40542684
872	0.9643057091	29.39617092
873	0.9643458652	29.37963095
874	0.9643837926	29.36400037
875	0.9644129089	29.35199533
876	0.9644599597	29.33258531
877	0.9645037215	29.31452061
878	0.9645245532	29.30591743
879	0.9645636506	29.28976398
880	0.9645946393	29.27695439
881	0.9646305452	29.26210523
882	0.9646625908	29.24884611
883	0.9646944495	29.23565838
884	0.9647362331	29.21835326
885	0.9647696322	29.20451331
886	0.9647970354	29.19315307
887	0.9648220974	29.18275947
888	0.9648564731	29.16849738
889	0.9648755601	29.16057535
890	0.9649167432	29.14347507
891	0.9649437131	29.13227103
892	0.9649926411	29.11193404
893	0.9650129686	29.10348068
894	0.9650378398	29.09313447
895	0.965086112	29.07304311
896	0.9651261167	29.0563822
897	0.9651513624	29.04586314
898	0.9651811217	29.03345851
899	0.9652137364	29.01985757
900	0.9652389766	29.00932755
901	0.9652908034	28.98769382
902	0.9653150798	28.97755472
903	0.9653461131	28.9645884
904	0.9653801082	28.95037793
905	0.9654214213	28.93309907
906	0.9654508816	28.92077122
907	0.9654891055	28.90476832
908	0.9655079679	28.89686809
909	0.9655419516	28.8826291
910	0.9655798253	28.86675193
911	0.9655986284	28.85886616
912	0.9656478682	28.83820545
913	0.9656963785	28.81783634
914	0.9657271783	28.80489626
915	0.9657530963	28.79400271
916	0.9657905987	28.7782328
917	0.9658258626	28.76339632
918	0.965855261	28.75102176
919	0.9658890946	28.7367737
920	0.9659129412	28.72672715
921	0.9659381614	28.71609807
922	0.9659702212	28.70258078
923	0.9660128762	28.68458636
924	0.9660442586	28.67134016
925	0.9660725734	28.65938356
926	0.9661056381	28.64541483
927	0.9661422213	28.62995172
928	0.9661677566	28.61915345
929	0.9661968631	28.60683998
930	0.9662236685	28.59549535
931	0.9662433413	28.5871665
932	0.9662764051	28.57316286
933	0.9663144228	28.55705261
934	0.9663479747	28.54282721
935	0.9663710789	28.5330273
936	0.9663941443	28.52324049
